datetime,ERCOT.LOAD,ERCOT.PVGR.GEN,ERCOT.WIND.GEN,NET_LOAD,scenario
2025-01-01 00:00:00,44715.45590277778,1.0552663627266885,13285.939850260416,31428.46078615464,senario_A
2025-01-01 01:00:00,44110.29101128472,1.0872583060463268,14369.247057291666,29739.956695687004,senario_A
2025-01-01 02:00:00,43795.57606987847,1.1151368721326191,14888.718368055555,28905.742564950786,senario_A
2025-01-01 03:00:00,43630.22015625,1.1136441656947136,15306.719254557293,28322.387257527014,senario_A
2025-01-01 04:00:00,43519.32366753472,1.129319120546182,15025.925239800346,28492.26910861383,senario_A
2025-01-01 05:00:00,43405.02808159722,1.1416172352433205,14533.832936197916,28870.053528164066,senario_A
2025-01-01 06:00:00,44283.52310763889,1.142005668481191,13816.766783854167,30465.61431811624,senario_A
2025-01-01 07:00:00,45377.646536458335,1.1525999487439793,13888.115163845488,31488.378772664102,senario_A
2025-01-01 08:00:00,46309.21947482639,638.412079433898,12594.33648654514,33076.47090884735,senario_A
2025-01-01 09:00:00,46825.202855902775,11433.077904459635,9984.72621202257,25407.39873942057,senario_A
2025-01-01 10:00:00,47131.74827256944,24957.351516927083,7872.005112847222,14302.391642795137,senario_A
2025-01-01 11:00:00,47276.67506944444,27906.19248372396,7717.370464952257,11653.112120768224,senario_A
2025-01-01 12:00:00,46524.09295572917,27726.805738932293,6782.058583984375,12015.2286328125,senario_A
2025-01-01 13:00:00,45351.827879774304,26850.78975911458,5886.002196180556,12615.035924479167,senario_A
2025-01-01 14:00:00,44939.30490451389,27218.531653645834,5309.832826605903,12410.940424262153,senario_A
2025-01-01 15:00:00,44680.55547309028,27493.297932942714,4986.361904839409,12200.895635308156,senario_A
2025-01-01 16:00:00,44216.28831163194,26376.38679361979,5057.003190104167,12782.898327907988,senario_A
2025-01-01 17:00:00,44620.3129969618,15712.646377766927,5274.000495334201,23633.666123860676,senario_A
2025-01-01 18:00:00,46518.09880859375,1871.5153083270789,4729.073768988716,39917.509731277954,senario_A
2025-01-01 19:00:00,47753.3267686632,1.1068715357283752,4772.094882269966,42980.12501485751,senario_A
2025-01-01 20:00:00,47792.99050998264,1.1013914794723194,5709.3115028211805,42082.577615681985,senario_A
2025-01-01 21:00:00,48766.12856119792,1.0999001075824102,7623.351590169271,41141.67707092106,senario_A
2025-01-01 22:00:00,48667.33704210069,1.0537001160780588,9275.565049913195,39390.71829207142,senario_A
