datetime,Date,ERCOT.LOAD,ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour,hour,month,renewable,renewable_capacity,renewable_share,NET_LOAD
2023-01-03 00:00:00,2023-01-03,39014.152211371525,21661.712298177084,36858,55.52270412238589,58.77072086976256,705.546267361111,3.36677170014595,1.2522758701112535,14249,0.0032097990065929212,0.008788517580961847,0.0,0.0,False,False,0,1,21662.964574047197,51107,0.5552591392139249,17351.18763732433
2023-01-03 01:00:00,2023-01-03,37047.704537760415,21707.73505859375,36858,58.5940082643134,58.89558592054303,46.02276041666482,0.2124613224622036,1.2657257816526626,14249,0.003416475588555256,0.008882909549109851,0.0,0.0,False,False,1,1,21709.000784375403,51107,0.5859742473990196,15338.703753385013
2023-01-03 02:00:00,2023-01-03,35546.62135633681,21121.299702690972,36858,59.41858578051815,57.30451924328768,-586.4353559027768,-2.701504115099361,1.267196828391817,14249,0.0035648868444874493,0.008893233408602827,0.0,0.0,False,False,2,1,21122.566899519363,51107,0.5942215066736264,14424.054456817445
2023-01-03 03:00:00,2023-01-03,34754.39685329861,20451.563548177084,36858,58.8459746100758,55.487447903242405,-669.7361545138883,-3.170904082330502,1.2685927857293022,14249,0.003650164872905563,0.008903030287945134,0.0,0.0,False,False,3,1,20452.832140962815,51107,0.5884962477494872,14301.564712335796
2023-01-03 04:00:00,2023-01-03,34467.43789279514,20100.13733940972,36858,58.316308284728436,54.533988114953935,-351.4262087673633,-1.718334189655084,1.2810997928513421,14249,0.0037168407957562035,0.008990804918600197,0.0,0.0,False,False,4,1,20101.41843920257,51107,0.5832002512552419,14366.01945359257
2023-01-03 05:00:00,2023-01-03,34740.5382530382,19495.2196484375,36858,56.11663096996653,52.89277673351105,-604.9176909722191,-3.009520187636607,1.2495890084902446,14249,0.003596918963628789,0.008769661088428976,0.0,0.0,False,False,5,1,19496.469237445992,51107,0.5612022788893015,15244.069015592206
2023-01-03 06:00:00,2023-01-03,36180.709051649304,18922.682215711804,36858,52.300473682533344,51.33941672286018,-572.5374327256977,-2.936809346344478,1.2353321631749472,14249,0.0034143392861965883,0.008669606029721014,0.0,0.0,False,False,6,1,18923.91754787498,51107,0.5230388802181954,17256.791503774326
2023-01-03 07:00:00,2023-01-03,38485.48458984375,17233.039907769096,36858,44.77802499157531,46.75522249652476,-1689.6423079427077,-8.929190316052397,1.2718568448225658,14249,0.0033047702487763566,0.008925937573321396,0.0,0.0,False,False,7,1,17234.311764613918,51107,0.4478132976182408,21251.17282522983
2023-01-03 08:00:00,2023-01-03,40015.69165581597,15849.054830729166,36858,39.60709955247176,43.0003115489966,-1383.9850770399298,-8.030997922867886,32.32633832242754,14249,0.08078415487722591,0.2268674175200192,31.1,2445.2437494519045,True,True,8,1,15881.381169051594,51107,0.39687883707348987,24134.310486764378
2023-01-03 09:00:00,2023-01-03,40472.34348741319,15185.636187065973,36858,37.521020229008165,41.200380343659376,-663.4186436631935,-4.185856196149405,1001.2960362752278,14249,2.474025346683047,7.027131983123222,969.0,2997.555709326107,True,True,9,1,16186.9322233412,51107,0.3999504557569121,24285.41126407199
2023-01-03 10:00:00,2023-01-03,40752.95234157986,12099.286205512153,36858,29.689348894527484,32.82675729966942,-3086.34998155382,-20.3241401514844,2861.2859157986113,14249,7.021051853657403,20.08060857462707,1860.0,185.75924927448116,True,True,10,1,14960.572121310764,51107,0.3671040074818489,25792.380220269097
2023-01-03 11:00:00,2023-01-03,41282.92416015625,11594.971434461806,36858,28.086604014481516,31.458493229317398,-504.3147710503472,-4.168136553548036,4168.086376139323,14249,10.096393268968345,29.25178171197504,1306.8,45.67177270836494,True,True,11,1,15763.057810601129,51107,0.3818299728344986,25519.866349555123
2023-01-03 12:00:00,2023-01-03,41887.986475694444,11882.7130859375,36858,28.367830697310932,32.23916947728444,287.7416514756933,2.481607247608102,4786.600073784723,14249,11.427142903042506,33.59253332714382,618.5,14.838943922579736,True,True,12,1,16669.313159722224,51107,0.3979497360035344,25218.67331597222
2023-01-03 13:00:00,2023-01-03,42313.08001302083,10911.04478407118,36858,25.786458420690643,29.602921439229423,-971.6683018663189,-8.177158657615253,5102.687736545139,14249,12.05936257765899,35.81084803526661,316.1,6.6038523195455205,True,True,13,1,16013.732520616319,51107,0.37845820998349633,26299.34749240451
2023-01-03 14:00:00,2023-01-03,42801.57960503472,10766.0887109375,36858,25.153484544928084,29.20963891404173,-144.95607313368055,-1.3285260577914506,5469.608438585069,14249,12.778987338919807,38.38591086100828,366.9,7.190328292524829,True,True,14,1,16235.69714952257,51107,0.37932471883847896,26565.88245551215
2023-01-03 15:00:00,2023-01-03,43071.40099175347,10837.167934299045,36858,25.160936688300318,29.402485035267905,71.07922336154479,0.6602139855055614,5592.932331136068,14249,12.985257508124477,39.25140242217747,123.3,2.2542747142590054,True,True,15,1,16430.10026543511,51107,0.3814619419642479,26641.30072631836
2023-01-03 16:00:00,2023-01-03,43315.696085069445,10488.793645833333,36858,24.214764147467392,28.457305458335597,-348.3742884657113,-3.2146248039870797,5813.349527994792,14249,13.420884467786735,40.79829832265276,220.4,3.9406877636088105,True,True,16,1,16302.143173828124,51107,0.37635648615254125,27013.55291124132
2023-01-03 17:00:00,2023-01-03,43479.05980685764,10910.148004557292,36858,25.092879314829418,29.600488373100255,421.3543587239583,4.017186084038759,4615.481685112847,14249,10.615412811628646,32.39161825470452,-1197.9,-20.606020577833615,True,True,17,1,15525.629689670139,51107,0.35708292126458063,27953.430117187498
2023-01-03 18:00:00,2023-01-03,43444.58450520833,9981.207469618055,36858,22.974572281664848,27.080165688908934,-928.9405349392364,-8.514463181903743,806.2533722527822,14249,1.855820193552835,5.658315476544194,-3809.2,-82.53093089474291,True,True,18,1,10787.460841870838,51107,0.24830392475217686,32657.123663337494
2023-01-03 19:00:00,2023-01-03,44398.44211805556,9892.301592881944,36858,22.28074031646942,26.83895380346721,-88.90587673611117,-0.890732679455197,0.5065520264042749,14249,0.0011409229744083179,0.003555000536207979,-805.7,-99.93136496890102,False,True,19,1,9892.808144908347,51107,0.22281881239443826,34505.63397314721
2023-01-03 20:00:00,2023-01-03,44018.648042534725,11206.761341145833,36858,25.459122075527773,30.405234524786568,1314.4597482638892,13.287703937471088,0.4640881207916472,14249,0.0010542988970111123,0.003256987302910009,0.0,0.0,False,False,20,1,11207.225429266626,51107,0.25460176374424787,32811.4226132681
2023-01-03 21:00:00,2023-01-03,42968.486059027775,11977.442291666666,36858,27.874946013254238,32.49618072512526,770.680950520833,6.876928374402545,0.43097770303487776,14249,0.001003008815444007,0.0030246171874158028,0.0,0.0,False,False,21,1,11977.873269369702,51107,0.27875949022069685,30990.612789658073
2023-01-03 22:00:00,2023-01-03,41477.34415147569,12493.351273871527,36858,30.120904627465244,33.89590122597951,515.9089822048609,4.3073384921570925,0.4178966134455469,14249,0.0010075298262091808,0.0029328136251354263,0.0,0.0,False,False,22,1,12493.769170484973,51107,0.3012191215729145,28983.57498099072
2023-01-03 23:00:00,2023-01-03,39401.33119791667,11957.608907335069,36858,30.34823581789877,32.44237046865014,-535.7423665364586,-4.288219828228995,0.43946706626150345,14249,0.0011153609609127625,0.0030841958471577195,0.0,0.0,False,False,23,1,11958.04837440133,51107,0.30349351178859685,27443.282823515336
2023-01-04 00:00:00,2023-01-04,37372.224620225694,11704.586052517361,36858,31.318943871976213,31.755890315582402,-253.0228548177074,-2.1159987483994183,0.44223949554893704,14249,0.0011833373582732852,0.003103652856684238,0.0,0.0,False,False,0,1,11705.02829201291,51107,0.31320127209334486,25667.196328212784
2023-01-04 01:00:00,2023-01-04,36034.62342013889,12138.159564887153,36858,33.68471323639094,32.93222520182092,433.5735123697923,3.7043045386175066,0.4496875999371211,14249,0.0012479320088740027,0.0031559239240446426,0.0,0.0,False,False,1,1,12138.609252487091,51107,0.33685961168399814,23896.014167651796
2023-01-04 02:00:00,2023-01-04,35340.21527777778,13178.9016015625,36858,37.29151477424503,35.75587823962912,1040.7420366753468,8.57413375653727,0.47023609836896263,14249,0.0013305977189806508,0.003300134033047671,0.0,0.0,False,False,2,1,13179.371837660869,51107,0.37292845371964006,22160.843440116914
2023-01-04 03:00:00,2023-01-04,35185.80338107639,13718.403125,36858,38.9884607050866,37.21960802268164,539.5015234375005,4.0936759355843195,0.4388433696495162,14249,0.0012472171372546654,0.003079818721661283,0.0,0.0,False,False,3,1,13718.84196836965,51107,0.3898970792222386,21466.96141270674
2023-01-04 04:00:00,2023-01-04,35412.210724826386,13549.846033528645,36858,38.26320287885691,36.76229321593316,-168.5570914713553,-1.2286932373650836,0.43079205331703024,14249,0.0012165070875256468,0.0030233142909469454,0.0,0.0,False,False,4,1,13550.276825581963,51107,0.38264419385944437,21861.933899244425
2023-01-04 05:00:00,2023-01-04,36287.75993489583,12949.844015842014,36858,35.68653463061769,35.134418622394094,-600.002017686631,-4.428109487015173,0.4662777399023374,14249,0.001284944953171235,0.003272354129428994,0.0,0.0,False,False,5,1,12950.310293581917,51107,0.35687819575570867,23337.449641313913
2023-01-04 06:00:00,2023-01-04,38666.641358506946,13132.124527994793,36858,33.96241324980151,35.62896665037385,182.2805121527781,1.40758847697152,0.46955073518885504,14249,0.0012143561444483992,0.0032953241293343745,0.0,0.0,False,False,6,1,13132.59407872998,51107,0.33963627605945956,25534.047279776965
2023-01-04 07:00:00,2023-01-04,42018.54481119791,12630.655227864583,36858,30.05971597688105,34.2684226704232,-501.4693001302094,-3.818645635450589,0.4615746168957816,14249,0.001098502147015744,0.0032393474411943407,0.0,0.0,False,False,7,1,12631.11680248148,51107,0.3006081447902807,29387.428008716433
2023-01-04 08:00:00,2023-01-04,44090.79413845486,13040.564496527777,36858,29.576615144598023,35.38055373739155,409.90926866319387,3.2453523690432937,117.90474685549736,14249,0.267413525111955,0.8274597996736428,117.4,25434.674200576246,True,True,8,1,13158.469243383275,51107,0.29844028669709977,30932.324895071586
2023-01-04 09:00:00,2023-01-04,44248.71033854166,13703.135784505208,36858,30.96844106791844,37.17818596913888,662.571287977431,5.080848211393374,2798.0078228081597,14249,6.323365814282342,19.636520617644464,2680.1,2273.1061059693366,True,True,9,1,16501.143607313366,51107,0.3729180688220078,27747.566731228297
2023-01-04 10:00:00,2023-01-04,43585.901338975695,12222.502092013889,36858,28.042329552754243,33.16105619407968,-1480.6336924913194,-10.805072034428374,7400.220552300348,14249,16.978473141457943,51.93501685943117,4602.2,164.48131282853603,True,True,10,1,19622.722644314235,51107,0.45020802694212186,23963.17869466146
2023-01-04 11:00:00,2023-01-04,42866.1775,13022.805966796876,36858,30.380142868574822,35.33237280046903,800.3038747829869,6.547790859499225,8332.491249457466,14249,19.438381809195526,58.477726503315786,932.3,12.598273165117977,True,True,11,1,21355.29721625434,51107,0.49818524677770354,21510.880283745657
2023-01-04 12:00:00,2023-01-04,42278.144192708336,13747.305381944445,36858,32.51634063993619,37.2980231752793,724.4994151475694,5.563312676198685,8217.435611436633,14249,19.436604345689055,57.67026185301869,-115.1,-1.38133958445494,True,True,12,1,21964.740993381078,51107,0.5195294498562525,20313.40319932726
2023-01-04 13:00:00,2023-01-04,41833.445269097225,13166.842533637153,36858,31.474439766890605,35.723160599156635,-580.462848307292,-4.222375455990563,7866.223173828125,14249,18.803670420229484,55.205440198106004,-351.2,-4.273839389884804,True,True,13,1,21033.065707465277,51107,0.5027811018712008,20800.379561631948
2023-01-04 14:00:00,2023-01-04,41863.988270399306,12781.949270833333,36858,30.532086881629102,34.678900837900414,-384.8932628038201,-2.923200925510718,8099.4049609375,14249,19.346950196487445,56.84191845699698,233.2,2.9645739110973177,True,True,14,1,20881.354231770834,51107,0.4987903707811655,20982.634038628472
2023-01-04 15:00:00,2023-01-04,41641.62960503472,13173.475674913194,36858,31.6353509693589,35.74115707556892,391.5264040798611,3.063119683734554,8017.369008246528,14249,19.2532546979794,56.26618715872361,-82.0,-1.0124200530221243,True,True,15,1,21190.84468315972,51107,0.5088860566733829,20450.784921875
2023-01-04 16:00:00,2023-01-04,41956.21751519097,12966.474898003473,36858,30.904775658837067,35.17954012155698,-207.00077690972103,-1.5713451940699397,7810.1118760850695,14249,18.614909395150512,54.811649070707205,-207.3,-2.5856362578144374,True,True,16,1,20776.586774088544,51107,0.4951968505398759,21179.630741102425
2023-01-04 17:00:00,2023-01-04,42328.113524305554,11851.64896484375,36858,27.999473584000672,32.1548889382054,-1114.8259331597237,-8.597756459863893,5968.518699815539,14249,14.10060171093689,41.88728121142212,-1841.6,-23.57968783570266,True,True,17,1,17820.16766465929,51107,0.42100075294937567,24507.945859646265
2023-01-04 18:00:00,2023-01-04,42881.48414496528,8255.232384982639,36858,19.25127487909461,22.397396453911334,-3596.41657986111,-30.34528436109924,999.6228119648828,14249,2.3311292318744257,7.01538923408578,-4968.9,-83.2518125502994,True,True,18,1,9254.855196947521,51107,0.21582404110969033,33626.62894801776
2023-01-04 19:00:00,2023-01-04,43986.47515842014,6632.108666992188,36858,15.077608840231502,17.993674824982875,-1623.123717990451,-19.66175683852496,0.6967841153012382,14249,0.0015840871831437394,0.004890056251675473,-998.9,-99.92769152962185,False,True,19,1,6632.805451107489,51107,0.15079192927414645,37353.66970731265
